Sample ID,Sites,Atoll,Environment,Replicate ID,Latitude,Longitude,Site depth (m),Year,Month,Day,Time Start,Depth Temperature C,Sampling Method,Filtration Device,Volume Filtered,Comments,Field Personnel,Extraction Tube ID,Digestion Data,Extraction Date
RS1_ME_S1_1,ME_S1,Mermaid,Slope,1,-17.06570848,119.6496657,5,2021,August,7,11:02,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",1,8/08/2021,9/08/2021
RS1_ME_S1_2,ME_S1,Mermaid,Slope,2,-17.06570848,119.6496657,5,2021,August,7,11:02,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",2,8/08/2021,9/08/2021
RS1_ME_S1_3,ME_S1,Mermaid,Slope,3,-17.06570848,119.6496657,5,2021,August,7,11:02,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",3,8/08/2021,9/08/2021
RS1_ME_S1_4,ME_S1,Mermaid,Slope,4,-17.06570848,119.6496657,5,2021,August,7,11:02,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",4,8/08/2021,9/08/2021
RS1_ME_S1_5,ME_S1,Mermaid,Slope,5,-17.06570848,119.6496657,5,2021,August,7,11:02,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",5,8/08/2021,9/08/2021
RS1_ME_S1_WC,ME_S1,Mermaid,Slope,WC,NA,NA,NA,2021,August,7,,,,Grover pump,1,Water Control,,W 1-5,8/08/2021,9/08/2021
RS1_ME_S2_1,ME_S2,Mermaid,Slope,1,-17.06847245,119.6527131,3.2,2021,August,7,11:44,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",6,8/08/2021,9/08/2021
RS1_ME_S2_2,ME_S2,Mermaid,Slope,2,-17.06847245,119.6527131,3.2,2021,August,7,11:44,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",7,8/08/2021,9/08/2021
RS1_ME_S2_3,ME_S2,Mermaid,Slope,3,-17.06847245,119.6527131,3.2,2021,August,7,11:44,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",8,8/08/2021,9/08/2021
RS1_ME_S2_4,ME_S2,Mermaid,Slope,4,-17.06847245,119.6527131,3.2,2021,August,7,11:44,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",9,8/08/2021,9/08/2021
RS1_ME_S2_5,ME_S2,Mermaid,Slope,5,-17.06847245,119.6527131,3.2,2021,August,7,11:44,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",10,8/08/2021,9/08/2021
RS1_ME_S2_WC,ME_S2,Mermaid,Slope,WC,NA,NA,NA,2021,August,7,,,,Grover pump,1,Water Control,,W 6-10,8/08/2021,9/08/2021
RS1_ME_S3_1,ME_S3,Mermaid,Slope,1,-17.1573862,119.6072357,7,2021,August,7,12:48,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",11,8/08/2021,9/08/2021
RS1_ME_S3_2,ME_S3,Mermaid,Slope,2,-17.1573862,119.6072357,7,2021,August,7,12:48,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",12,8/08/2021,9/08/2021
RS1_ME_S3_3,ME_S3,Mermaid,Slope,3,-17.1573862,119.6072357,7,2021,August,7,12:48,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",13,8/08/2021,9/08/2021
RS1_ME_S3_4,ME_S3,Mermaid,Slope,4,-17.1573862,119.6072357,7,2021,August,7,12:48,25,"Niskin sampler, manual",Grover pump,1,Dropped on floor,"MC, Loz, Liv, Ben",14,8/08/2021,9/08/2021
RS1_ME_S3_5,ME_S3,Mermaid,Slope,5,-17.1573862,119.6072357,7,2021,August,7,12:48,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",15,8/08/2021,9/08/2021
RS1_ME_S3_WC,ME_S3,Mermaid,Slope,WC,NA,NA,NA,2021,August,7,,,,Grover pump,1,Water Control,,W 11-15,8/08/2021,9/08/2021
RS1_ME_S4_1,ME_S4,Mermaid,Slope,1,-17.10322946,119.5885093,6.6,2021,August,7,13:28,25,"Niskin sampler, manual",Grover pump,1,Half dropped on floor - in separate tube,"MC, Loz, Liv, Ben",16,8/08/2021,9/08/2021
RS1_ME_S4_1(2),ME_S4,Mermaid,Slope,1(2),-17.10322946,119.5885093,6.6,2021,August,7,13:28,25,"Niskin sampler, manual",Grover pump,1,Bad half,"MC, Loz, Liv, Ben",16 Bad half,8/08/2021,9/08/2021
RS1_ME_S4_2,ME_S4,Mermaid,Slope,2,-17.10322946,119.5885093,6.6,2021,August,7,13:28,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",17,8/08/2021,9/08/2021
RS1_ME_S4_3,ME_S4,Mermaid,Slope,3,-17.10322946,119.5885093,6.6,2021,August,7,13:28,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",18,8/08/2021,9/08/2021
RS1_ME_S4_4,ME_S4,Mermaid,Slope,4,-17.10322946,119.5885093,6.6,2021,August,7,13:28,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",19,8/08/2021,9/08/2021
RS1_ME_S4_5,ME_S4,Mermaid,Slope,5,-17.10322946,119.5885093,6.6,2021,August,7,13:28,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",20,8/08/2021,9/08/2021
RS1_ME_S4_WC,ME_S4,Mermaid,Slope,WC,NA,NA,NA,2021,August,7,,,,Grover pump,1,Water Control,,W 16-20,8/08/2021,9/08/2021
RS1_ME_L3_1,ME_L3,Mermaid,Lagoon,1,-17.08431729,119.630601,15.7,2021,August,7,8:49,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",219,8/08/2021,9/08/2021
RS1_ME_L3_2,ME_L3,Mermaid,Lagoon,2,-17.08431729,119.630601,15.7,2021,August,7,8:49,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",220,8/08/2021,9/08/2021
RS1_ME_L3_3,ME_L3,Mermaid,Lagoon,3,-17.08431729,119.630601,15.7,2021,August,7,8:49,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",221,8/08/2021,9/08/2021
RS1_ME_L3_4,ME_L3,Mermaid,Lagoon,4,-17.08431729,119.630601,15.7,2021,August,7,8:49,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",222,8/08/2021,9/08/2021
RS1_ME_L3_5,ME_L3,Mermaid,Lagoon,5,-17.08431729,119.630601,15.7,2021,August,7,8:49,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",223,8/08/2021,9/08/2021
RS1_ME_L3_WC,ME_L3,Mermaid,Lagoon,WC,NA,NA,NA,2021,August,7,,,,Grover pump,1,Water Control,,224,8/08/2021,9/08/2021
RS1_ME_L1_1,ME_L1,Mermaid,Lagoon,1,-17.1146375,119.6349013,4.7,2021,August,7,9:24,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",225,8/08/2021,9/08/2021
RS1_ME_L1_2,ME_L1,Mermaid,Lagoon,2,-17.1146375,119.6349013,4.7,2021,August,7,9:24,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",226,8/08/2021,9/08/2021
RS1_ME_L1_3,ME_L1,Mermaid,Lagoon,3,-17.1146375,119.6349013,4.7,2021,August,7,9:24,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",227,8/08/2021,9/08/2021
RS1_ME_L1_4,ME_L1,Mermaid,Lagoon,4,-17.1146375,119.6349013,4.7,2021,August,7,9:24,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",228,8/08/2021,9/08/2021
RS1_ME_L1_5,ME_L1,Mermaid,Lagoon,5,-17.1146375,119.6349013,4.7,2021,August,7,9:24,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",229,8/08/2021,9/08/2021
RS1_ME_L1_WC,ME_L1,Mermaid,Lagoon,WC,NA,NA,NA,2021,August,7,,,,Grover pump,1,Water Control,,230,8/08/2021,9/08/2021
RS1_ME_L2_1,ME_L2,Mermaid,Lagoon,1,-17.13278414,119.6336064,10.8,2021,August,7,9:46,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",231,8/08/2021,9/08/2021
RS1_ME_L2_2,ME_L2,Mermaid,Lagoon,2,-17.13278414,119.6336064,10.8,2021,August,7,9:46,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",232,8/08/2021,9/08/2021
RS1_ME_L2_3,ME_L2,Mermaid,Lagoon,3,-17.13278414,119.6336064,10.8,2021,August,7,9:46,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",233,8/08/2021,9/08/2021
RS1_ME_L2_4,ME_L2,Mermaid,Lagoon,4,-17.13278414,119.6336064,10.8,2021,August,7,9:46,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",234,8/08/2021,9/08/2021
RS1_ME_L2_5,ME_L2,Mermaid,Lagoon,5,-17.13278414,119.6336064,10.8,2021,August,7,9:46,25,"Niskin sampler, manual",Grover pump,1,,"MC, Loz, Liv, Ben",235,8/08/2021,9/08/2021
RS1_ME_L2_WC,ME_L2,Mermaid,Lagoon,WC,NA,NA,NA,2021,August,7,,,,Grover pump,1,Water Control,,236,8/08/2021,9/08/2021
RS1_ME_BC,ME_BC,Mermaid,NA,BC,NA,NA,NA,2021,August,7,,,,Grover pump,1,Bleach Control,,237,8/08/2021,9/08/2021
RS1_CL_L2_1,CL_L2,Clerke,Lagoon,1,-17.31169674,119.3677224,6,2021,August,8,8:19,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",21,9/08/2021,9/08/2021
RS1_CL_L2_2,CL_L2,Clerke,Lagoon,2,-17.31169674,119.3677224,6,2021,August,8,8:19,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",22,9/08/2021,9/08/2021
RS1_CL_L2_3,CL_L2,Clerke,Lagoon,3,-17.31169674,119.3677224,6,2021,August,8,8:19,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",23,9/08/2021,9/08/2021
RS1_CL_L2_4,CL_L2,Clerke,Lagoon,4,-17.31169674,119.3677224,6,2021,August,8,8:19,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",24,9/08/2021,9/08/2021
RS1_CL_L2_5,CL_L2,Clerke,Lagoon,5,-17.31169674,119.3677224,6,2021,August,8,8:19,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",25,9/08/2021,9/08/2021
RS1_CL_L2_WC,CL_L2,Clerke,Lagoon,WC,NA,NA,NA,2021,August,8,,,,Grover pump,1,Water Control,,26,9/08/2021,9/08/2021
RS1_CL_L1_1,CL_L1,Clerke,Lagoon,1,-17.30695225,119.3704042,5,2021,August,8,8:47,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",27,9/08/2021,9/08/2021
RS1_CL_L1_2,CL_L1,Clerke,Lagoon,2,-17.30695225,119.3704042,5,2021,August,8,8:47,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",28,9/08/2021,9/08/2021
RS1_CL_L1_3,CL_L1,Clerke,Lagoon,3,-17.30695225,119.3704042,5,2021,August,8,8:47,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",29,9/08/2021,9/08/2021
RS1_CL_L1_4,CL_L1,Clerke,Lagoon,4,-17.30695225,119.3704042,5,2021,August,8,8:47,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",30,9/08/2021,9/08/2021
RS1_CL_L1_5,CL_L1,Clerke,Lagoon,5,-17.30695225,119.3704042,5,2021,August,8,8:47,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",31,9/08/2021,9/08/2021
RS1_CL_L1_WC,CL_L1,Clerke,Lagoon,WC,NA,NA,NA,2021,August,8,,,,Grover pump,1,Water Control,,32,9/08/2021,9/08/2021
RS1_CL_L3_1,CL_L3,Clerke,Lagoon,1,-17.28948608,119.3604496,13.5,2021,August,8,9:39,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",33,9/08/2021,9/08/2021
RS1_CL_L3_2,CL_L3,Clerke,Lagoon,2,-17.28948608,119.3604496,13.5,2021,August,8,9:39,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",34,9/08/2021,9/08/2021
RS1_CL_L3_3,CL_L3,Clerke,Lagoon,3,-17.28948608,119.3604496,13.5,2021,August,8,9:39,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",35,9/08/2021,9/08/2021
RS1_CL_L3_4,CL_L3,Clerke,Lagoon,4,-17.28948608,119.3604496,13.5,2021,August,8,9:39,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",36,9/08/2021,9/08/2021
RS1_CL_L3_5,CL_L3,Clerke,Lagoon,5,-17.28948608,119.3604496,13.5,2021,August,8,9:39,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",37,9/08/2021,9/08/2021
RS1_CL_L3_WC,CL_L3,Clerke,Lagoon,WC,NA,NA,NA,2021,August,8,,,,Grover pump,1,Water Control,,38,9/08/2021,9/08/2021
RS1_CL_S1_1,CL_S1,Clerke,Slope,1,-17.28442932,119.3763749,4.5,2021,August,8,9:58,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",39,9/08/2021,9/08/2021
RS1_CL_S1_2,CL_S1,Clerke,Slope,2,-17.28442932,119.3763749,4.5,2021,August,8,9:58,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",40,9/08/2021,9/08/2021
RS1_CL_S1_3,CL_S1,Clerke,Slope,3,-17.28442932,119.3763749,4.5,2021,August,8,9:58,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",41,9/08/2021,9/08/2021
RS1_CL_S1_4,CL_S1,Clerke,Slope,4,-17.28442932,119.3763749,4.5,2021,August,8,9:58,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",42,9/08/2021,9/08/2021
RS1_CL_S1_5,CL_S1,Clerke,Slope,5,-17.28442932,119.3763749,4.5,2021,August,8,9:58,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",43,9/08/2021,9/08/2021
RS1_CL_S1_WC,CL_S1,Clerke,Slope,WC,NA,NA,NA,2021,August,8,,,,Grover pump,1,Water Control,,44,9/08/2021,9/08/2021
RS1_CL_S2_1,CL_S2,Clerke,Slope,1,-17.35582466,119.3841723,15,2021,August,8,14:04,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",45,9/08/2021,9/08/2021
RS1_CL_S2_2,CL_S2,Clerke,Slope,2,-17.35582466,119.3841723,15,2021,August,8,14:04,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",46,9/08/2021,9/08/2021
RS1_CL_S2_3,CL_S2,Clerke,Slope,3,-17.35582466,119.3841723,15,2021,August,8,14:04,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",47,9/08/2021,9/08/2021
RS1_CL_S2_4,CL_S2,Clerke,Slope,4,-17.35582466,119.3841723,15,2021,August,8,14:04,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",48,9/08/2021,9/08/2021
RS1_CL_S2_5,CL_S2,Clerke,Slope,5,-17.35582466,119.3841723,15,2021,August,8,14:04,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",49,9/08/2021,9/08/2021
RS1_CL_S2_WC,CL_S2,Clerke,Slope,WC,NA,NA,NA,2021,August,8,,,,Grover pump,1,Water Control,,50,9/08/2021,9/08/2021
RS1_CL_S4_1,CL_S4,Clerke,Slope,1,-17.3625893,119.3187222,14.8,2021,August,8,14:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",51,9/08/2021,9/08/2021
RS1_CL_S4_2,CL_S4,Clerke,Slope,2,-17.3625893,119.3187222,14.8,2021,August,8,14:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",52,9/08/2021,9/08/2021
RS1_CL_S4_3,CL_S4,Clerke,Slope,3,-17.3625893,119.3187222,14.8,2021,August,8,14:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",53,9/08/2021,9/08/2021
RS1_CL_S4_4,CL_S4,Clerke,Slope,4,-17.3625893,119.3187222,14.8,2021,August,8,14:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",54,9/08/2021,9/08/2021
RS1_CL_S4_5,CL_S4,Clerke,Slope,5,-17.3625893,119.3187222,14.8,2021,August,8,14:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",55,9/08/2021,9/08/2021
RS1_CL_S4_WC,CL_S4,Clerke,Slope,WC,NA,NA,NA,2021,August,8,,,,Grover pump,1,Water Control,,56,9/08/2021,9/08/2021
RS1_CL_S3_1,CL_S3,Clerke,Slope,1,-17.30572505,119.3126562,5.9,2021,August,8,15:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",57,9/08/2021,9/08/2021
RS1_CL_S3_2,CL_S3,Clerke,Slope,2,-17.30572505,119.3126562,5.9,2021,August,8,15:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",58,9/08/2021,9/08/2021
RS1_CL_S3_3,CL_S3,Clerke,Slope,3,-17.30572505,119.3126562,5.9,2021,August,8,15:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",59,9/08/2021,9/08/2021
RS1_CL_S3_4,CL_S3,Clerke,Slope,4,-17.30572505,119.3126562,5.9,2021,August,8,15:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",60,9/08/2021,9/08/2021
RS1_CL_S3_5,CL_S3,Clerke,Slope,5,-17.30572505,119.3126562,5.9,2021,August,8,15:59,25.5,"Niskin sampler, manual",Grover pump,1,,"MC, Nos, Liv, Bree, Taylor",61,9/08/2021,9/08/2021
RS1_CL_S3_WC,CL_S3,Clerke,Slope,WC,NA,NA,NA,2021,August,8,,,,Grover pump,1,Water Control,,62,9/08/2021,9/08/2021
RS1_CL_BC,CL_BC,Clerke,NA,BC,NA,NA,NA,2021,August,8,,,,Grover pump,1,Bleach Control,,NA,9/08/2021,9/08/2021
RS1_IM_S2_1,IM_S2,Imperious,Slope,1,-17.63722541,118.9622237,9.5,2021,August,9,8:43,2.55,"Niskin sampler, manual",Grover pump,1,,"Taylor , Loz, Jess, Ben, Pedro",63,10/08/2021,10/08/2021
RS1_IM_S2_2,IM_S2,Imperious,Slope,2,-17.63722541,118.9622237,9.5,2021,August,9,8:43,2.55,"Niskin sampler, manual",Grover pump,1,,"Taylor , Loz, Jess, Ben, Pedro",64,10/08/2021,10/08/2021
RS1_IM_S2_3,IM_S2,Imperious,Slope,3,-17.63722541,118.9622237,9.5,2021,August,9,8:43,2.55,"Niskin sampler, manual",Grover pump,1,,"Taylor , Loz, Jess, Ben, Pedro",65,10/08/2021,10/08/2021
RS1_IM_S2_4,IM_S2,Imperious,Slope,4,-17.63722541,118.9622237,9.5,2021,August,9,8:43,2.55,"Niskin sampler, manual",Grover pump,1,,"Taylor , Loz, Jess, Ben, Pedro",66,10/08/2021,10/08/2021
RS1_IM_S2_5,IM_S2,Imperious,Slope,5,-17.63722541,118.9622237,9.5,2021,August,9,8:43,2.55,"Niskin sampler, manual",Grover pump,1,,"Taylor , Loz, Jess, Ben, Pedro",67,10/08/2021,10/08/2021
RS1_IM_S2_WC,IM_S2,Imperious,Slope,WC,NA,NA,NA,2021,August,9,,,,Grover pump,1,Water Control,,68,10/08/2021,10/08/2021
RS1_IM_S1_1,IM_S1,Imperious,Slope,1,-17.54814086,118.9734555,5.5,2021,August,9,9:50,25.8,"Niskin sampler, manual",Grover pump,1,,"Taylor , Loz, Jess, Ben, Pedro",69,10/08/2021,10/08/2021
